regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
JUN	A4GALT	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Burkitt Lymphoma	TRUE	FALSE	1	1
JUN	MIER1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus		TRUE	FALSE	1	1
JUN	BDKRB1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Diabetes Mellitus, Experimental, Hyperalgesia, Pain, Inflammation, Epilepsy, Temporal Lobe, Splenomegaly, Vascular System Injuries	TRUE	FALSE	1	1
JUN	MSH2	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Colorectal cancer, hereditary nonpolyposis, type 1, Colorectal Neoplasms, Hereditary Nonpolyposis, Colorectal Neoplasms, Muir-Torre Syndrome, Turcot syndrome, Neurofibromatosis 1, Ovarian Neoplasms, Cafe au lait spots, multiple, Glioma, Lynch syndrome I (site-specific colonic cancer)	TRUE	FALSE	1	1
JUN	MYC	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	TRUE	TRUE	1	1
JUN	GBA	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Gaucher Disease, Parkinson Disease, GAUCHER DISEASE, TYPE I, Acute neuronopathic Gaucher's disease, GAUCHER DISEASE, TYPE III, Hypertension, Pulmonary, Gaucher Disease, Perinatal Lethal, Gaucher-like disease	TRUE	FALSE	1	1
JUN	HMGA1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Diabetes Mellitus, Type 2, Leiomyosarcoma, Hyperglycemia, Insulin Resistance, Metabolic Syndrome X, Uterine Neoplasms	TRUE	FALSE	1	1
JUN	MMP9	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Asthma, Myocardial Infarction, Colonic Neoplasms, Carcinoma, Non-Small-Cell Lung, Neoplasm Metastasis, Brain Ischemia, Stomach Ulcer, Brain Injuries, Pulmonary Fibrosis, Aortic Aneurysm, Thoracic, Brain Edema, Diabetes Mellitus, Experimental, Mammary Neoplasms, Experimental, Breast Neoplasms, Aortic Aneurysm, Abdominal, Pulmonary Disease, Chronic Obstructive, Carcinoma, Squamous Cell, Carcinoma, Hepatocellular, Prostatic Neoplasms, Periodontitis, Glioblastoma, Pancreatic Neoplasms, Acute Coronary Syndrome, Aortic Aneurysm, Liver Diseases, Astrocytoma, Obesity, Sepsis, Skin Neoplasms, Hyperplasia, Neoplasm Invasiveness, Oral Submucous Fibrosis, Bone Neoplasms, Colitis, Ulcerative, Mandibuloacral dysplasia with type A lipodystrophy, Angina, Stable, Aortic Diseases, Aortic Rupture, Calcinosis, Cell Transformation, Neoplastic, Cerebral Hemorrhage, Diabetic Neuropathies, Infarction, Middle Cerebral Artery, Intervertebral disc disease, Lead Poisoning, Liver Cirrhosis, Experimental, Lupus Nephritis, Marfan Syndrome, Metaphyseal Anadysplasia 2, Morphine Dependence, Multiple Organ Failure, Neointima, Substance Withdrawal Syndrome	TRUE	TRUE	1	1
JUN	MT2A	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Prostatic Neoplasms, Carcinoma, Hepatocellular, Cardiomegaly, Heart Diseases, Neoplasm Invasiveness, Prostatic Intraepithelial Neoplasia, Stomach Neoplasms, Urinary Bladder Neoplasms	TRUE	TRUE	1	1
JUN	CCND1	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	TRUE	TRUE	1	1
JUN	MGP	tf-gene	Experimental	Oreganno	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Varicose Veins, Keutel syndrome, Carcinoma, Aortic Valve Disease, Abortion, Spontaneous, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental, Uremia, Vascular Calcification	TRUE	FALSE	1	1
JUN	APOH	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Drug-Induced Liver Injury	TRUE	FALSE	1	1
JUN	SELE	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Reperfusion Injury, Cardiovascular Diseases, Multiple Sclerosis, Glomerulonephritis, IGA, Hypercholesterolemia, Myocardial Ischemia, Dermatitis, Atopic, Atrial Fibrillation, Hypertension, Essential, Brain Ischemia, Dermatitis, Allergic Contact, Peripheral Nervous System Diseases, Urticaria	TRUE	FALSE	1	1
JUN	SERPINA3	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lipidoses, Prostatic Neoplasms	TRUE	FALSE	1	1
JUN	FOS	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	TRUE	TRUE	1	1
JUN	PLAU	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Alzheimer Disease, Myocardial Infarction, Asthenozoospermia, Brain Edema, Intracranial Hemorrhages, Reperfusion Injury, Thrombosis, Neoplasm Metastasis, Prostatic Neoplasms, Asthma, Adenocarcinoma, Pancreatic Neoplasms, Carcinoma, Transitional Cell, Idiopathic Pulmonary Fibrosis, Stomach Neoplasms, Liver Cirrhosis, Bone Neoplasms, Angina Pectoris, Angina, Unstable, Anuria, Arterial Occlusive Diseases, Brain Ischemia, Carotid Artery Diseases, Cerebral Hemorrhage, Cerebral Infarction, Cerebrovascular Disorders, Coronary Disease, Embolism, Cholesterol, Glomerulonephritis, IGA, Graft Occlusion, Vascular, Heart Rupture, Post-Infarction, Hematuria, Hemorrhage, Hypotension, Infarction, Middle Cerebral Artery, Intracranial Embolism and Thrombosis, Ischemia, Neoplasm Invasiveness, Neoplasm Recurrence, Local, Nephritis, Pulmonary Embolism, Purpura, Schoenlein-Henoch, Sagittal Sinus Thrombosis, Stroke, Thromboembolism, Venous Thrombosis, Ventricular Fibrillation	TRUE	FALSE	1	1
JUN	CYP3A4	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Breast Neoplasms, Prostatic Neoplasms, Osteosarcoma, Hepatitis C, Torsades de Pointes	TRUE	FALSE	1	1
JUN	JUN	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	TRUE	TRUE	1	1
JUN	TBXAS1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Ghosal Hematodiaphyseal Dysplasia, Drug Hypersensitivity	TRUE	FALSE	1	1
JUN	CD82	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Neoplasm Metastasis, Prostatic Neoplasms, Abortion, Spontaneous, Neoplasm Invasiveness	TRUE	FALSE	1	1
JUN	TERT	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lung Neoplasms, Carcinoma, Hepatocellular, Breast Neoplasms, Glioma, Dyskeratosis Congenita, Prostatic Neoplasms, Idiopathic Pulmonary Fibrosis, Urinary Bladder Neoplasms, Anemia, Aplastic, Carcinoma, Non-Small-Cell Lung, Melanoma, Cri-du-Chat Syndrome, Ovarian Neoplasms, Uterine Cervical Neoplasms, Dyskeratosis Congenita, Autosomal Dominant, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hoyeraal Hreidarsson syndrome, DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2, Carcinoma, Basal Cell, Coronary Artery Disease, Disease Progression, Kidney Diseases, Reperfusion Injury	TRUE	TRUE	1	1
JUND	CCND1	tf-gene	Experimental	Transfac	Glomerulonephritis, Amyotrophic lateral sclerosis 1, Cocaine-Related Disorders, Liver Cirrhosis, Status Epilepticus	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	FALSE	TRUE	1	1
JUND	TERT	tf-gene	Experimental	Transfac	Glomerulonephritis, Amyotrophic lateral sclerosis 1, Cocaine-Related Disorders, Liver Cirrhosis, Status Epilepticus	Lung Neoplasms, Carcinoma, Hepatocellular, Breast Neoplasms, Glioma, Dyskeratosis Congenita, Prostatic Neoplasms, Idiopathic Pulmonary Fibrosis, Urinary Bladder Neoplasms, Anemia, Aplastic, Carcinoma, Non-Small-Cell Lung, Melanoma, Cri-du-Chat Syndrome, Ovarian Neoplasms, Uterine Cervical Neoplasms, Dyskeratosis Congenita, Autosomal Dominant, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hoyeraal Hreidarsson syndrome, DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2, Carcinoma, Basal Cell, Coronary Artery Disease, Disease Progression, Kidney Diseases, Reperfusion Injury	FALSE	TRUE	1	1
KCNIP3	FOS	tf-gene	Experimental	Transfac		Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	FALSE	TRUE	1	1
KLF6	TFPI2	tf-gene	Experimental	PMID20584335	Prostatic Neoplasms, Stomach Neoplasms	Neoplasm Metastasis, Carcinoma, Hepatocellular, Melanoma, Breast Neoplasms, Pancreatic Neoplasms, Osteoarthritis, Arthritis, Rheumatoid, Colorectal Neoplasms	FALSE	TRUE	1	1
LEF1	CCND1	tf-gene	Experimental	Transfac	Colonic Neoplasms, Sebaceous Gland Neoplasms	Colorectal Neoplasms, Prostatic Neoplasms, Carcinoma, Transitional Cell, Mammary Neoplasms, Experimental, Carcinoma, Breast Neoplasms, Multiple Myeloma, Carcinoma, Hepatocellular, Stomach Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Esophageal Neoplasms, Lung Neoplasms, Leukemia, Hyperplasia, Hyperparathyroidism, Carcinoma, Adenoid Cystic, von Hippel-Lindau Disease, Precancerous Conditions, Colonic Neoplasms, Brain Neoplasms, Kidney Neoplasms, Papilloma, Intestinal Polyps, Cecal Neoplasms, Cell Transformation, Neoplastic, Hemangiosarcoma, Mammary Neoplasms, Animal, Myocardial Ischemia, Neoplasms, Experimental, Salivary Gland Neoplasms, Urologic Neoplasms	FALSE	TRUE	1	1
LIN28B	hsa-let-7b	tf-mirna	Experimental	Transmir	Neuroblastoma, Cell Transformation, Neoplastic, Neoplasms	Colonic Neoplasms, Heart Failure, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Neoplasms, Neoplasms, Neoplasms, Ovarian Neoplasms, Neoplasms, Digestive System Neoplasms, Head and Neck Neoplasms, Neoplasms, Sarcoma, Kaposi, Lung Neoplasms, Melanoma, Pancreatic Neoplasms, Pituitary Neoplasms, Lymphoma, Primary Effusion, Adrenocortical Carcinoma, Neurodegenerative Diseases, Neoplasms, Carcinoma, Hepatocellular, Mouth Neoplasms, Neoplasms, Retinoblastoma, Asthma, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Mouth Neoplasms, Ovarian Neoplasms, Hypertrophy, Carcinoma, Renal Cell, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Pre-Eclampsia, Myelodysplastic Syndromes, Nasopharyngeal Neoplasms, Liposarcoma, Pancreatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Inflammation, Colorectal Neoplasms, Endometrial Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Lung Neoplasms, Endometriosis, Cataract, Breast Neoplasms, Hepatitis C, Breast Neoplasms, Liver Neoplasms, Prostatic Neoplasms, Breast Neoplasms, Esophageal Neoplasms, Sarcoma, Ewing, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Carcinoma, Hepatocellular, Carcinoma, Non-Small-Cell Lung, Carcinoma, Non-Small-Cell Lung, Melanoma	FALSE	TRUE	0	1
MAZ	MYC	tf-gene	Experimental	Transfac	HIV Infections	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	FALSE	TRUE	1	1
MYC	CDC25A	tf-gene	Experimental	Transfac	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental		TRUE	FALSE	1	1
MYC	MYC	tf-gene	Experimental	Transfac	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	TRUE	TRUE	1	1
MYC	hsa-let-7b	tf-mirna	Experimental	Transmir	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	Colonic Neoplasms, Heart Failure, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Neoplasms, Neoplasms, Neoplasms, Ovarian Neoplasms, Neoplasms, Digestive System Neoplasms, Head and Neck Neoplasms, Neoplasms, Sarcoma, Kaposi, Lung Neoplasms, Melanoma, Pancreatic Neoplasms, Pituitary Neoplasms, Lymphoma, Primary Effusion, Adrenocortical Carcinoma, Neurodegenerative Diseases, Neoplasms, Carcinoma, Hepatocellular, Mouth Neoplasms, Neoplasms, Retinoblastoma, Asthma, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Mouth Neoplasms, Ovarian Neoplasms, Hypertrophy, Carcinoma, Renal Cell, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Pre-Eclampsia, Myelodysplastic Syndromes, Nasopharyngeal Neoplasms, Liposarcoma, Pancreatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Inflammation, Colorectal Neoplasms, Endometrial Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Lung Neoplasms, Endometriosis, Cataract, Breast Neoplasms, Hepatitis C, Breast Neoplasms, Liver Neoplasms, Prostatic Neoplasms, Breast Neoplasms, Esophageal Neoplasms, Sarcoma, Ewing, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Carcinoma, Hepatocellular, Carcinoma, Non-Small-Cell Lung, Carcinoma, Non-Small-Cell Lung, Melanoma	TRUE	TRUE	0	1
MYC	hsa-mir-29a	tf-mirna	Experimental	Transmir	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	Acquired Immunodeficiency Syndrome, Heart Failure, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Neoplasms, Schizophrenia, Lymphoma, B-Cell, Alzheimer Disease, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Acquired Immunodeficiency Syndrome, Breast Neoplasms, Ovarian Neoplasms, Rhabdomyosarcoma, Neoplasms, Alzheimer Disease, Endomyocardial Fibrosis, Breast Neoplasms, Mesothelioma, Colorectal Neoplasms, Myocardium, Irritable Bowel Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Breast Neoplasms, Scleroderma, Systemic, Scleroderma, Localized, Liver Neoplasms, Inflammation, Parkinson Disease, Aortic Aneurysm, Thoracic, Carcinoma, Hepatocellular, Hepatitis C, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Fibrosis, Leukemia, Myeloid, Acute, Leukemia, Myeloid, Acute, Retinoblastoma, Liver Cirrhosis, Breast Neoplasms, Myocardial Infarction, Glioblastoma, Alzheimer Disease, Tuberculosis, Pulmonary, Stomach Neoplasms, Aortic Aneurysm, Thoracic, Colorectal Neoplasms, Carcinoma, Hepatocellular, Influenza, Human, HIV, Kidney Diseases, Alzheimer Disease, Biliary Atresia, Diabetic Nephropathies, Rhabdomyosarcoma, Breast Neoplasms, Lung Neoplasms, Crohn Disease, Breast Neoplasms, Colonic Neoplasms, Muscular Dystrophy, Duchenne, Liver Diseases, Mouth Neoplasms, Leukemia, Myeloid, Acute, Breast Neoplasms, Multiple Sclerosis, Prostatic Neoplasms, Lymphoma, B-Cell, Osteosarcoma, Leukemia, Myeloid, Chronic-Phase, Melanoma, Hepatitis B, Neoplasms, Heart Failure, Colorectal Neoplasms, Lung Neoplasms, Lung Neoplasms	TRUE	TRUE	0	1
MYC	CDK4	tf-gene	Experimental	Transfac	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 3, Mammary Neoplasms, Experimental, Carcinoma, Liposarcoma, Brain Neoplasms, Mammary Neoplasms, Animal, Neoplasms, Experimental, Stomach Neoplasms	TRUE	FALSE	1	1
