regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
IRF1	hsa-mir-155	tf-mirna	Experimental	Transmir	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Breast Neoplasms, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Burkitt Lymphoma, Colonic Neoplasms, Down Syndrome, Hodgkin Disease, Hodgkin Disease, Hodgkin Disease, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lung Neoplasms, Lymphoma, B-Cell, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Large B-Cell, Diffuse, Muscular Disorders, Atrophic, Neoplasms, Polycythemia Vera, Renal Insufficiency, Burkitt Lymphoma, Burkitt Lymphoma, Myeloproliferative Disorders, Pancreatic Neoplasms, Polycythemia Vera, Carcinoma, Renal Cell, Uterine Cervical Neoplasms, Adenocarcinoma, Head and Neck Neoplasms, Hodgkin Disease, Ovarian Neoplasms, Pancreatic Neoplasms, Adrenocortical Carcinoma, Hypertension, Waldenstrom Macroglobulinemia, Cerebral Hemorrhage, Carcinoma, Hepatocellular, Adenocarcinoma, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Neoplasms, Breast Neoplasms, Colorectal Neoplasms, Hereditary Nonpolyposis, Adenocarcinoma, Carcinoma, Carcinoma, Squamous Cell, Francisella, Stroke, Adenocarcinoma, Carcinoma, Hepatocellular, Stomach Neoplasms, Fibroblasts, Neoplasms, Lymphoma, Extranodal NK-T-Cell, Lung Neoplasms, Myocardial Infarction, Melanoma, Glioblastoma, Breast Neoplasms, Breast Neoplasms, Colitis, Ulcerative, Colonic Neoplasms, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Lymphoma, Large-Cell, Anaplastic, Melanoma, Neoplasms, Neoplasms, Pancreatic Neoplasms, Pre-Eclampsia, Glioblastoma, Endometrial Neoplasms, Carcinoma, Non-Small-Cell Lung, Pre-Eclampsia, Inflammation, Cystic Fibrosis, Leukemia, Lymphocytic, Chronic, B-Cell, Inflammation, Mycosis Fungoides, Leukemia, Lymphocytic, Chronic, B-Cell, Colorectal Neoplasms, Breast Neoplasms, Melanoma, Thyroid Neoplasms, Nasopharyngeal Neoplasms, Carcinoma, Non-Small-Cell Lung, Arthritis, Rheumatoid, Glomerulonephritis, IGA, Intervertebral Disk, Hepatitis C, Carcinoma, Hepatocellular, Lung Neoplasms, Hypertrophy, Hypertrophy, Carcinoma, Renal Cell, Encephalomyelitis, Autoimmune, Experimental, Periodontal Diseases, Acute Coronary Syndrome, Colorectal Neoplasms, Pancreatic Neoplasms, Burkitt Lymphoma, Melanoma, Gastritis, Atrophic, Colitis, Lung Neoplasms, Multiple Sclerosis, Breast Neoplasms, Mycosis Fungoides, Lymphoma, B-Cell, Lupus Erythematosus, Systemic, Carcinoma, Hepatocellular, Tuberculosis, Pulmonary, Osteoarthritis, Lung Neoplasms, Tuberculosis, Pulmonary, Cardiomyopathy, Dilated, Myocardial Infarction, Ischemia, Carcinoma, Hepatocellular, HIV, Lymphoma, Arthritis, Rheumatoid, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Lichen Planus, Oral, Leukemia, B-Cell, Inflammation, Down Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Breast Neoplasms, Myelodysplastic Syndromes, Lymphoma, Carcinoma, Non-Small-Cell Lung, Lymphoma, Carcinoma, Renal Cell, Inflammation, Lymphoma, Non-Hodgkin, Liposarcoma, Breast Neoplasms, Myelodysplastic Syndromes, Urinary Bladder Neoplasms, Graft vs Host Disease, Head and Neck Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Glioblastoma, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Demyelinating Diseases, Breast Neoplasms, Asthma, Lymphoma, Large B-Cell, Diffuse, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Breast Neoplasms, Behcet Syndrome, Hepatitis C, Pancreatic Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Esophageal Neoplasms, Pancreatic Neoplasms, Carcinoma, Neuroendocrine, Lymphoma, B-Cell, Heart Failure, Atrial Fibrillation, Colonic Neoplasms, Atherosclerosis, Carcinoma, Renal Cell, Kidney Diseases, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Neoplasms, Stomach Diseases, Inflammation, Diabetes Complications, Inflammatory Bowel Diseases, Glioblastoma, Breast Neoplasms, Carcinoma, Hepatocellular, Atherosclerosis, Breast Neoplasms, Breast Neoplasms, Laryngeal Neoplasms, Leukemia-Lymphoma, Adult T-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Uterine Cervical Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Breast Neoplasms, Diabetes Mellitus, Atherosclerosis, Leukemia, Myeloid, Acute, Pancreatic Neoplasms	FALSE	TRUE	0	1
IRF1	CASP8	tf-gene	Experimental	Transfac	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	CASPASE 8 DEFICIENCY, Status Epilepticus, Breast Neoplasms, Lung Neoplasms, Carcinoma, Hepatocellular, Melanoma, Carcinoma, Non-Small-Cell Lung, Carcinoma, squamous cell of head and neck, Autoimmune Lymphoproliferative Syndrome, Adenocarcinoma, Colorectal Neoplasms, Esophageal Neoplasms, Cerebral Hemorrhage, Dermatitis, Allergic Contact, Diabetes Mellitus, Type 2, Edema, Myocardial Reperfusion Injury, Papillomavirus Infections, Skin Neoplasms, Stomach Neoplasms, Uterine Cervical Neoplasms	FALSE	TRUE	1	1
IRF2	CTSS	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular	Obesity, Neoplasm Invasiveness	TRUE	FALSE	1	1
IRF2	FASLG	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular	Lupus Erythematosus, Systemic, Melanoma, Atherosclerosis, Cardiomyopathies, Carcinoma, Non-Small-Cell Lung, Hepatitis, Acute Lung Injury, Cardiomyopathy, Dilated, Carotid Artery Diseases, Drug Hypersensitivity, Hyperlipidemia, Familial Combined, Liver Failure, Acute, Prostatic Neoplasms, Testicular Diseases	TRUE	FALSE	1	1
IRF2	COL1A2	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 4, Osteogenesis imperfecta, type 2A, Osteoporosis, Oral Submucous Fibrosis, osteogenesis imperfecta tarda, Osteoarthritis, Abortion, Spontaneous, Ehlers-Danlos syndrome, cardiac valvular form, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Fibrosis, Heart Valve Diseases	TRUE	FALSE	1	1
IRF2	CYBB	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Granulomatous Disease, Chronic, X-Linked, Hypertension, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Reperfusion Injury, Granulomatous Disease, Chronic, Atypical Mycobacteriosis, Familial, X-Linked 2, Brain Infarction, Heart Failure, Kidney Diseases, Myocardial Reperfusion Injury, Proteinuria	TRUE	FALSE	1	1
IRF2	NR3C1	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Hypertension, Depressive Disorder, Bipolar Disorder, Schizophrenia, Ocular Hypertension, Endometriosis, GLUCOCORTICOID RECEPTOR, 46, XX Disorders of Sex Development, Cocaine-Related Disorders, Hypokalemia, Prostatic Neoplasms, Psychotic Disorders	TRUE	FALSE	1	1
IRF2	IL10	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular	Sepsis, Reperfusion Injury, Prostatitis, Arthritis, Experimental, Lupus Erythematosus, Systemic, Arthritis, Rheumatoid, Colitis, Ulcerative, Inflammatory Bowel Diseases, Crohn Disease, Inflammation, Myocardial Infarction, Behcet Syndrome, Colitis, Diabetes Mellitus, Type 1, Irritable Bowel Syndrome, Lung Neoplasms, HIV Infections, Drug Hypersensitivity, Leishmaniasis, Leishmaniasis, Cutaneous, Dermatitis, Atopic, Leishmaniasis, Visceral, Carcinoma, Non-Small-Cell Lung, Glomerulonephritis, Hepatitis, Autoimmune, Brain Injuries, Prostatic Neoplasms, Enterocolitis, Dermatitis, Allergic Contact, Acute Kidney Injury, Appendicitis, Autistic Disorder, Burns, Entamoebiasis, Genetic Predisposition to Disease, Hyperalgesia, Hypersensitivity, Immediate, Liver Cirrhosis, Experimental, Mammary Neoplasms, Experimental, Mucositis, Multiple Organ Failure, Pleurisy	TRUE	FALSE	1	1
IRF2	TLR3	tf-gene	Experimental	Transfac	Carcinoma, Hepatocellular	Encephalitis, Herpes Simplex, HERPES SIMPLEX ENCEPHALITIS, SUSCEPTIBILITY TO, 2, Macular Degeneration, Age-Related, 1	TRUE	FALSE	1	1
JUN	FN1	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Glomerulopathy with fibronectin deposits, Carcinoma, Diabetes Mellitus, Crohn Disease, Glioblastoma, Hypertension, Aortic Valve Insufficiency, Glomerulosclerosis, Focal Segmental, Abortion, Spontaneous, Hypertrophy, Left Ventricular, Mammary Neoplasms, Animal, Mammary Neoplasms, Experimental	TRUE	FALSE	1	1
JUN	GSTP1	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lung Neoplasms, Asthma, Liver Neoplasms, Experimental, Parkinson Disease, Prostatic Neoplasms, Carcinoma, Stomach Neoplasms, Carcinoma, Hepatocellular, Hodgkin Disease, Peripheral Nervous System Diseases, Urinary Bladder Neoplasms, Prostatic Intraepithelial Neoplasia, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Osteosarcoma, Amphetamine-Related Disorders, Chromosome Aberrations, Carcinoma, Non-Small-Cell Lung, Amyotrophic Lateral Sclerosis, Carotid Artery Diseases, Glioma, Autistic Disorder, Carcinoma, Renal Cell, Sarcoma, Acute Coronary Syndrome, Acute Kidney Injury, Disease Progression, Drug Hypersensitivity, Drug-Induced Liver Injury, Kidney Diseases, Myocardial Ischemia, Necrosis, Precancerous Conditions, Psychoses, Substance-Induced, Respiratory Sounds, Vestibular Diseases	TRUE	TRUE	1	1
JUN	MMP12	tf-gene	Experimental	Oreganno	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Pulmonary Emphysema, Abortion, Spontaneous, Colonic Neoplasms, Weight Gain	TRUE	FALSE	1	1
JUN	MT2A	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Prostatic Neoplasms, Carcinoma, Hepatocellular, Cardiomegaly, Heart Diseases, Neoplasm Invasiveness, Prostatic Intraepithelial Neoplasia, Stomach Neoplasms, Urinary Bladder Neoplasms	TRUE	TRUE	1	1
JUN	TH	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Segawa syndrome, autosomal recessive, Dystonia, Parkinsonian Disorders, Carcinoma, Hepatocellular, Brain Diseases, Catalepsy, Dyskinesia, Drug-Induced, Heart Diseases, Hyperkinesis, Learning Disorders, Nerve Degeneration	TRUE	TRUE	1	1
JUN	IL8	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Inflammation, Breast Neoplasms, Prostatic Neoplasms, Pulmonary Disease, Chronic Obstructive, Carcinoma, Squamous Cell, Colitis, Ulcerative, Stomach Neoplasms, Colorectal Neoplasms, Pancreatic Neoplasms, Pneumonia, Adenocarcinoma, Carcinoma, Hepatocellular, Glioblastoma, Behcet Syndrome, Urinary Bladder Neoplasms, Gastroesophageal Reflux, Carcinoma, Non-Small-Cell Lung, Cachexia, Esophagitis, Peptic, Liver Cirrhosis, Glomerulonephritis, Ovarian Neoplasms, Angina, Unstable, Barrett Esophagus, Fatty Liver, Leishmaniasis, Cutaneous, Pulmonary Fibrosis, Cell Transformation, Neoplastic, Cholestasis, Down Syndrome, Edema, Endometrial Neoplasms, Fever, Hyperalgesia, Hypersensitivity, Hypertension, Pulmonary, Lichenoid Eruptions, Neuralgia, Postherpetic, Pain, Intractable, Pemphigoid, Bullous, Reperfusion Injury	TRUE	TRUE	1	1
JUN	GCLC	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to, Anemia, Hemolytic, Myocardial Infarction, Carcinoma, Non-Small-Cell Lung, Amino Acid Metabolism, Inborn Errors, Coronary Vessel Anomalies, Drug-Induced Liver Injury, Myocardial Ischemia	TRUE	FALSE	1	1
JUN	CCL4	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Arsenic Poisoning, Brain Ischemia, Glomerulonephritis, Hypersensitivity, Inflammation, Lung Injury, Myocardial Ischemia, Pneumonia, Pulmonary Fibrosis, Skin Diseases	TRUE	FALSE	1	1
JUN	TERT	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lung Neoplasms, Carcinoma, Hepatocellular, Breast Neoplasms, Glioma, Dyskeratosis Congenita, Prostatic Neoplasms, Idiopathic Pulmonary Fibrosis, Urinary Bladder Neoplasms, Anemia, Aplastic, Carcinoma, Non-Small-Cell Lung, Melanoma, Cri-du-Chat Syndrome, Ovarian Neoplasms, Uterine Cervical Neoplasms, Dyskeratosis Congenita, Autosomal Dominant, Leukemia, Myelogenous, Chronic, BCR-ABL Positive, Hoyeraal Hreidarsson syndrome, DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 2, Carcinoma, Basal Cell, Coronary Artery Disease, Disease Progression, Kidney Diseases, Reperfusion Injury	TRUE	TRUE	1	1
JUN	STAT4	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Lupus Erythematosus, Systemic, Arthritis, Rheumatoid, Scleroderma, Systemic, Behcet Syndrome, Carcinoma, Hepatocellular, Liver Cirrhosis, Biliary	TRUE	TRUE	1	1
JUN	OXTR	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Autistic Disorder, Schizophrenia, Carcinoma, Non-Small-Cell Lung, Child Development Disorders, Pervasive, Chromosome 3, monosomy 3p25, Cognition Disorders	TRUE	FALSE	1	1
JUN	NOS2	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Asthma, Diabetes Mellitus, Type 2, Hypertension, Stroke, Sepsis, Colitis, Asbestosis, Diabetes Mellitus, Experimental, Endotoxemia, Liver Cirrhosis, Experimental, Myocardial Reperfusion Injury, Reperfusion Injury, Shock, Septic, Malaria, Pulmonary Disease, Chronic Obstructive, Autistic Disorder, Hypertension, Essential, Psoriasis, Breast Neoplasms, Liver Diseases, Inflammation, Silicosis, Stomach Ulcer, Heart Failure, Myocardial Infarction, Atherosclerosis, Kidney Diseases, Cholestasis, Duodenal Ulcer, Epidermal Necrolysis, Toxic, Hyperalgesia, Primary sclerosing cholangitis, Subarachnoid Hemorrhage, Urinary Tract Infections, Arthritis, Psoriatic, Brain Edema, Brain Ischemia, Bronchial Diseases, Burns, Cardiovascular Abnormalities, Cell Transformation, Neoplastic, Cholangiocarcinoma, Colonic Neoplasms, Enterocolitis, Necrotizing, Esophageal Neoplasms, Glomerulosclerosis, Focal Segmental, Hyperemia, Intestinal Diseases, Lung Neoplasms, Manganese Poisoning, Mitochondrial Diseases, Mycoplasma Infections, Myocardial Stunning, Necrosis, PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL, Pneumonia, Aspiration, Schistosomiasis mansoni, Seizures, Status Epilepticus, Stevens-Johnson Syndrome, Substance Withdrawal Syndrome	TRUE	FALSE	1	1
JUN	COL1A1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 2A, Hyperostosis, Cortical, Congenital, Osteogenesis imperfecta, type 4, Ehlers-Danlos syndrome type 1, osteogenesis imperfecta tarda, Fibrosis, Osteogenesis Imperfecta, Osteoporosis, Oral Submucous Fibrosis, Liver Cirrhosis, Abortion, Spontaneous, Aneurysm, Dissecting, Aortic Valve Insufficiency, Calcinosis, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Heart Valve Diseases, Hypertension, Hypertrophy, Left Ventricular, Keloid, Nephrogenic Fibrosing Dermopathy, Nephrotic Syndrome	TRUE	FALSE	1	1
JUN	ATF3	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Hypospadias, Prostatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Diabetes Mellitus, Type 2, Influenza, Human, Liver Neoplasms, Diabetes Mellitus, Experimental, Infarction, Middle Cerebral Artery, Nervous System Diseases, Ovarian Neoplasms, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
JUN	TXNIP	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Diabetic Nephropathies, Endometriosis, Disease Progression, Lymphoma, Large B-Cell, Diffuse	TRUE	FALSE	1	1
JUN	A4GALT	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Burkitt Lymphoma	TRUE	FALSE	1	1
JUN	IFNG	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Diabetes Mellitus, Type 1, Arthritis, Experimental, Diabetes Mellitus, Experimental, Hepatitis B, Arthritis, Rheumatoid, Graft vs Host Disease, Melanoma, Hepatitis C, Inflammation, Dermatitis, Atopic, Crohn Disease, Atherosclerosis, Anemia, Aplastic, Breast Neoplasms, HIV Infections, Sepsis, Leishmaniasis, Leishmaniasis, Cutaneous, Autoimmune Diseases, Respiratory Syncytial Virus Infections, Heart Failure, Bronchiolitis Obliterans, Lung Neoplasms, Leishmaniasis, Visceral, Hepatitis, Dermatitis, Allergic Contact, Pneumonia, Hepatitis, Autoimmune, Job's Syndrome, Lymphoproliferative Disorders, Peritonitis, Chlamydia Infections, Leukemia, Promyelocytic, Acute, Respiratory Tract Diseases, Acquired Immunodeficiency Syndrome, Adrenoleukodystrophy, Appendicitis, Arthritis, Infectious, Autistic Disorder, Brain Diseases, Chills, Colonic Neoplasms, Disease Models, Animal, Drug-Induced Liver Injury, Entamoebiasis, Eyelid Diseases, Fever, Heart Arrest, Hypersensitivity, Hyponatremia, Hypotension, Legionnaires' Disease, Leishmaniasis, Mucocutaneous, Liver Cirrhosis, Experimental, Manganese Poisoning, Mesothelioma, MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, Nausea, Necrosis, Neoplasms, Experimental, Nerve Degeneration, Neural Tube Defects, Oral Submucous Fibrosis, Proteinuria, Radiation Injuries, Experimental, Renal Insufficiency, Salmonella Infections, Animal, Sarcoma, Trichuriasis, Tuberous Sclerosis, Vomiting	TRUE	FALSE	1	1
JUN	C3AR1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus		TRUE	FALSE	1	1
JUN	SMAD7	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Colorectal Neoplasms	TRUE	FALSE	1	1
